Region,Site,DecayClass,TreeSpecies,WoodType,mg CO2/g/d,Moisture Content (%),Density (g/cm3),TC %,TKN %,P mg/kg,K mg/kg,Ca mg/kg,Mg mg/kg,Mn mg/kg,C/N,N/P,Cmass,Nmass,Pmass,Kmass,Camass,Mgmass,Mnmass,LowerDiameter,UpperDiameter,Length
3E,1,1,Po,hardwood,0.53,53.67365004,0.397,48.12,0.0585,47.97,1188.58,4437.84,569.02,14.57,822.37,12.19654228,3473.423825,4.22267859,0.346259644,8.579472339,32.03345633,4.107330891,0.105169961,9.7,8.5,184.5
3E,1,2,Po,hardwood,0.37,48.85592155,0.426,47.16,0.0387,39.03,3654.11,4825.35,475.96,8.78,1217.63,9.924345707,3652.792891,2.997520884,0.302308114,28.30302594,37.37490284,3.686563411,0.068005771,12.1,11.4,214
3E,1,2,Po,hardwood,0.47,54.09615901,0.422,46.97,0.0516,45.1,1755.74,10388.51,1052.53,66.35,909.67,11.44982526,3603.916039,3.959166864,0.34604346,13.47144889,79.70900108,8.075856394,0.509090545,11.4,10.7,244
3E,1,2,Po,hardwood,0.27,47.26237407,0.47,48.5,0.0795,68.85,1965.12,4414.34,517.52,12.1,609.66,11.55301793,4144.5869,6.7937043,0.588360429,16.79301156,37.72291904,4.422487861,0.103401034,10.7,9.2,189
3E,1,3,Po,hardwood,0.59,62.49010815,0.372,46.45,0.0248,13.32,936.37,5982.4,815.73,0.99,1872.48,18.61930957,3141.740508,1.677398592,0.090092537,6.333329514,40.46318281,5.517356264,0.006696067,9.5,8.3,222
3E,1,3,Po,hardwood,0.46,56.56811948,0.374,48.72,0.0829,39.72,239.78,2175.12,252.07,4.87,587.34,20.88146791,3312.99313,5.637256372,0.270098701,1.630520305,14.79096391,1.714093141,0.033116331,8.0,9.2,161
3E,1,3,Po,hardwood,0.54,74.86648865,0.304,45.32,0.0239,18.08,402.14,3763.02,502.95,0.95,1893.31,13.236429,2504.98505,1.321031392,0.09993409,2.222759682,20.79944581,2.779969618,0.005250962,8.9,8.9,144.5
3E,1,4,Po,hardwood,0.59,67.8638351,0.128,48.81,0.2344,276.73,1524.77,11792.66,832.47,54.67,208.23,8.470036173,1135.953178,5.455181824,0.644032622,3.548591122,27.44501045,1.937404101,0.127233272,9.4,9.2,132
3E,1,4,Po,hardwood,0.97,66.28242075,0.303,47.89,0.1575,164.58,893.58,4395.96,294.32,21.55,304.04,9.57086256,2638.330019,8.67690495,0.906695249,4.922862683,24.21798545,1.621451851,0.118722096,10.0,8.5,97
3E,1,4,Po,hardwood,1.11,91.23839009,0.102,50.14,0.5245,531.47,872.34,12828.39,1095.99,81.65,95.59,9.869126024,929.8783896,9.72718818,0.985645129,1.61781036,23.79107027,2.032583598,0.151425151,10.5,9,180
3E,1,5,Po,hardwood,2.62,86.00777346,0.093,42.4,0.2672,227,513.62,4308.88,419.26,56.01,158.69,11.770775,716.952624,4.518154272,0.383840202,0.868493412,7.285997223,0.708937635,0.094708765,7.4,6.5,158
3E,1,5,Po,hardwood,0.52,84.45364766,0.076,43.56,0.4253,351.09,1514.82,16520.3,1600.67,343.4,102.42,12.11371226,601.9260192,5.876931496,0.485147397,2.09322675,22.82827919,2.211857027,0.474521109,10.9,9.1,128
3E,1,5,Po,hardwood,1.99,91.43187958,0.095,44.27,0.3396,257.38,294.23,10909.64,389.08,114.66,130.34,13.19461475,764.671283,5.86587684,0.4445699,0.508220537,18.84411208,0.672053993,0.198051071,8.6,8,101
3E,2,1,Pj,softwood,0.74,60.68859198,0.242,49.36,0.0525,16.34,58.71,1261.8,296.74,76.37,939.66,32.15355026,2171.861718,2.3100231,0.071896719,0.258326583,5.551975519,1.305669057,0.33603136,14.6,12.9,177
3E,2,1,Pj,softwood,1.04,68.52146264,0.383,54.33,0.0186,15.46,111.07,468.21,25.93,6.06,2921.84,12.03039861,3783.38147,1.295249316,0.107658895,0.773458825,3.260476786,0.180568897,0.042200058,16.2,14.7,141
3E,2,1,Pj,softwood,0.54,43.02374011,0.371,50.99,0.0186,16.31,219.57,746.17,124.29,6.1,2739.02,11.41156275,3439.541668,1.254667092,0.110019464,1.481114266,5.033306151,0.838400929,0.041147684,14.7,14.7,149
3E,2,2,Pj,softwood,1.16,56.98138298,0.332,51.49,0.0446,23.15,77.5,1114.76,154.74,9.26,1154.1,19.26847859,3108.154718,2.692245104,0.139743216,0.46782286,6.729164018,0.93407625,0.055897286,13.6,12.9,198
3E,2,2,Pj,softwood,0.75,61.30518234,0.334,50.24,0.0338,17.56,78.92,658.43,121.27,5.7,1488.67,19.21998412,3050.968691,2.052602344,0.106638157,0.479264429,3.998505803,0.736447001,0.034614892,10.5,9.5,152
3E,2,2,Pj,softwood,0.33,55.9391457,0.359,49.39,0.0201,11,52.61,637.58,147.07,46.13,2455.92,18.28356824,3223.852238,1.311994938,0.071800718,0.343403252,4.161700162,0.9599756,0.301106102,11.6,10.5,195
3E,2,3,Pj,softwood,0.7,45.7698371,0.245,50.84,0.0614,41.98,182.64,853.22,236.99,31.42,827.58,14.63353058,2264.713556,2.73511826,0.187003688,0.813586318,3.80074528,1.055693284,0.139963218,12.9,12.3,183
3E,2,3,Pj,softwood,0.05,74.72118959,0.132,45.47,0.1289,63.54,649.21,1766.42,459.21,172.26,352.86,20.27825579,1091.290913,3.093630936,0.152497525,1.558119581,4.239450394,1.102115021,0.413428134,15.0,11.7,203
3E,2,3,Pj,softwood,0.53,60.92564492,0.16,46.53,0.1034,51.9,820.94,2128.81,448.78,104.28,450.07,19.92019711,1353.613536,3.00803008,0.150983328,2.388212973,6.192963747,1.305554874,0.303363034,10.8,10.7,173
3E,2,4,Pj,softwood,0.4,61.25031638,0.293,50.13,0.0563,29.96,74.74,1226.87,171.41,41.31,889.84,18.79980225,2670.588524,2.999284538,0.159606687,0.398164345,6.53593645,0.91315695,0.220071837,12.3,11.5,138
3E,2,4,Pj,softwood,0.45,79.70135324,0.191,51.13,0.0891,65.43,367.14,1700.29,502.71,107.24,573.61,13.62286806,1775.623211,3.094230942,0.227222818,1.274989841,5.904702501,1.745792185,0.372418997,12.5,11,154
3E,2,4,Pj,softwood,0.56,71.56094084,0.296,52.29,0.0948,70.69,62.96,1493.84,310.84,74.96,551.53,13.41055478,2814.180869,5.102014656,0.380444532,0.338842661,8.039655668,1.672901092,0.403425125,11.0,10.6,128
3E,2,5,Pj,softwood,0.44,86.20833333,0.11,49.45,0.2092,136.92,380.73,2475.61,249.44,0.99,236.34,15.27988254,989.00989,4.18404184,0.273842738,0.761467615,4.951269512,0.498884989,0.00198002,17.2,16.5,154
3E,2,5,Pj,softwood,1.2,91.07901444,0.104,49.06,0.285,174.96,455.52,4110.74,275.34,6.03,172.16,16.28901503,927.6892768,5.3891448,0.330836763,0.861355523,7.773113367,0.520648116,0.011402296,19.2,17.2,161
3E,2,5,Pj,softwood,1.32,89.543058,0.109,49.87,0.386,272.16,506.88,6058.32,381.91,0.98,129.2,14.18172121,988.3426106,7.64989468,0.53937703,1.004554045,12.00660879,0.756883751,0.001942201,16.5,15.8,205
3E,2,1,Po,hardwood,0.49,72.09381373,0.363,47.93,0.0898,37.7,1208.05,9209.64,560.28,3.31,533.55,23.82822394,3163.411634,5.926859268,0.248822488,7.973209731,60.78423184,3.697884978,0.021846218,12.0,10.9,182
3E,2,1,Po,hardwood,0.71,55.32367973,0.331,46.97,0.0639,43.35,1282.7,8450.13,775.79,3.18,735.4,14.73598065,2826.768267,3.845656638,0.260890791,7.719599013,50.85492727,4.668891961,0.01913801,10.9,10.1,162
3E,2,1,Po,hardwood,0.82,56.47961243,0.357,48.45,0.0573,37.51,982.25,5338.64,372.86,3.34,845.05,15.28499044,3144.876903,3.719328102,0.243476435,6.375759212,34.65297344,2.420224566,0.021679853,10.1,9.2,147
3E,2,2,Po,hardwood,0.47,74.11981083,0.241,48.28,0.095,56.85,307.7,6291.7,348.53,6.19,508.21,16.71190323,2115.562974,4.1627689,0.249108855,1.348298937,27.56936115,1.527210363,0.027123726,12.0,9.7,168
3E,2,2,Po,hardwood,0.62,74.92524562,0.258,49.2,0.1276,73.12,393.88,5614.84,407.68,9.09,385.63,17.45106676,2307.950352,5.985659856,0.343002703,1.847673749,26.33896739,1.912408942,0.04264079,9.7,8.7,144
3E,2,2,Po,hardwood,0.29,49.81696156,0.369,49.01,0.0815,36.7,875.26,4506.34,365.06,3,601.18,22.21184931,3288.158336,5.46796377,0.246226099,5.872257631,30.23374706,2.449245219,0.020127474,9.8,9,252
3E,2,3,Po,hardwood,0.61,79.64636542,0.168,47.05,0.1632,65.23,478.06,4344.72,486.21,1.59,288.26,25.02527328,1437.178008,4.985068032,0.199249992,1.460270603,13.27127744,1.485165397,0.004856776,10.3,8.5,158
3E,2,3,Po,hardwood,1.13,83.58793576,0.185,45.33,0.1092,108.16,811.98,4390.85,603.01,0.95,415.21,10.09334877,1524.751611,3.67312764,0.363814547,2.731232767,14.76937042,2.028326647,0.003195487,14.9,14.7,164
3E,2,3,Po,hardwood,2.65,87.10801394,0.131,45.37,0.117,70.8,454.64,7046.07,652.38,3.58,387.88,16.52216787,1080.641715,2.78675514,0.168634414,1.082880647,16.78262546,1.553866084,0.008526994,14.7,13.5,249
3E,2,4,Po,hardwood,0.6,43.74158816,0.168,47.91,0.1649,100.31,2716.41,8370,1204.56,5.62,290.48,16.44353516,1463.447362,5.036995824,0.306404519,8.297480792,25.56680112,3.679420067,0.017166717,10.5,9.8,131
3E,2,4,Po,hardwood,0.74,88.84381339,0.071,50.18,0.3869,325.99,420.12,7364.2,1062.74,1,129.68,11.86846037,647.7846596,4.994577218,0.420827663,0.542342151,9.506607792,1.371914446,0.001290922,8.2,8,116
3E,2,4,Po,hardwood,0.9,82.99957392,0.222,51.5,0.1782,94,2217.42,4787.52,512.02,5.15,288.93,18.96044604,2078.74806,7.192871928,0.379421976,8.950402958,19.32436488,2.066719576,0.020787481,13.5,12.9,99
3E,2,5,Po,hardwood,0.91,88.802589,0.069,48.11,0.3139,245.63,406.76,8750.41,433.15,5.59,153.3,12.77806164,603.5678538,3.938057562,0.308157082,0.510304012,10.97789687,0.543411798,0.007012979,9.5,8.5,151
3E,2,5,Po,hardwood,0.98,80.4004215,0.148,50.24,0.2918,185.23,455.22,9225.02,536.93,23.31,172.18,15.75208096,1351.926246,7.852151248,0.498442075,1.224967886,24.82393842,1.444844266,0.062725718,9.5,9.4,130
3E,2,5,Po,hardwood,2.19,88.15943728,0.076,47.5,0.4125,233.1,331.43,2973.15,369.26,0.93,115.16,17.69477146,656.3702,5.700057,0.322105039,0.45798058,4.108393811,0.510255284,0.001285104,13.5,12.8,125
3E,3,1,Pj,softwood,0.44,47.55509642,0.474,52.28,0.0491,29.05,159.91,1667.04,161.23,61.14,1064.04,16.9125565,4505.63051,4.231569588,0.250360685,1.378147236,14.36699749,1.38952335,0.526920906,12.1,9.9,184
3E,3,1,Pj,softwood,0.25,59.16856492,0.411,51.22,0.0267,24.17,85.67,1301.71,148.22,59.79,1916.7,11.05737131,3827.569184,1.995238134,0.180617624,0.640194947,9.727421091,1.107618712,0.446798832,9.9,9.1,206
3E,3,1,Pj,softwood,0.19,57.69556622,0.432,51.14,0.0426,21.17,73.44,1249.15,174.04,65.27,1199.44,20.13676154,4016.854714,3.346069824,0.16628239,0.576843587,9.81160357,1.367018761,0.512671308,9.1,8.4,203
3E,3,2,Pj,softwood,0.42,53.93617021,0.499,50.71,0.0421,18.29,234.97,1055.74,205.18,73.57,1204.55,23.01963258,4600.826008,3.819656378,0.165941841,2.131840045,9.578536875,1.861560797,0.66748722,10.4,10.2,163
3E,3,2,Pj,softwood,0.52,54.40340909,0.439,53.26,0.0454,20.76,66.04,1061.32,191.4,70.26,1172.86,21.87180553,4251.158875,3.623781692,0.165704202,0.527124544,8.471347985,1.527735277,0.560808153,10.5,9.5,164
3E,3,2,Pj,softwood,0.93,42.18106996,0.44,49.97,0.025,10,50,1036.8,272.32,64.57,1996.04,25.0352,3997.639976,2.00002,0.0800008,0.400004,8.294482944,2.178581786,0.516565166,7.7,7.6,155
3E,3,3,Pj,softwood,0.84,72.6655348,0.298,51.3,0.0614,21.61,189.3,1300.84,177.54,1,834.94,28.42765325,2779.555068,3.326796904,0.11708808,1.025672075,7.048258118,0.961953619,0.005418236,7.2,5.5,196
3E,3,3,Pj,softwood,0.6,77.61868877,0.306,51.08,0.0331,26.91,57.06,1213.86,190.28,65.6,1542.13,12.31086485,2841.933874,1.841582052,0.149718952,0.317464266,6.753543171,1.058659314,0.364978195,7.8,7.8,153
3E,3,3,Pj,softwood,0.67,69.46169772,0.26,50.55,0.0195,19.18,81.23,900.44,175.56,67.15,2598.34,10.14245569,2389.66026,0.9218274,0.090669998,0.384000204,4.256668021,0.829928299,0.317439538,7.8,7,158
3E,3,4,Pj,softwood,0.25,80.90781469,0.117,48.1,0.1591,108.46,256.4,1618.65,247.9,51.94,302.38,14.66636075,1023.228414,3.384524754,0.230726307,0.545438182,3.443344433,0.527356183,0.11049165,11.1,10.9,196
3E,3,4,Pj,softwood,0.92,71.24352332,0.272,50.53,0.0767,58.52,157.76,1196.7,240.31,75.74,659.04,13.10219043,2498.963171,3.793201568,0.289410894,0.780202711,5.918284637,1.188454066,0.374572473,10.9,10,127
3E,3,4,Pj,softwood,0.41,76.08271557,0.16,52.49,0.0753,63.38,385.22,1135.85,199.97,81.45,696.7,11.88853815,1526.997088,2.19056736,0.184380026,1.120651206,3.304323952,0.581736726,0.236947824,9.5,9.1,144
3E,3,5,Pj,softwood,0.54,79.03145282,0.337,41.81,0.1229,89.15,145.33,2013.16,183.16,30.42,340.28,13.78303314,2561.838345,7.530493486,0.546251826,0.89048545,12.33530372,1.122282495,0.1863935,8.0,7.5,92
3E,3,5,Pj,softwood,0.26,63.59148411,0.211,52.66,0.1231,89.43,259.39,1435.21,161.14,62.9,427.86,13.76299924,2020.249293,4.722610862,0.343089431,0.995124315,5.506042514,0.618197818,0.241309686,7.5,7,126
3E,3,5,Pj,softwood,0.48,84.79012346,0.218,51.94,0.0819,74.62,56.14,805.82,127.38,40.73,633.85,10.98203397,2058.733314,3.246250644,0.295769503,0.222520771,3.194009394,0.504893049,0.161440523,9.0,8.5,150
3E,3,1,Po,hardwood,0.2,51.17381004,0.351,48.86,0.0467,36.38,939.95,4793.13,717.17,4.63,1046.9,12.82905225,3118.187545,2.980338894,0.232172867,5.998649986,30.58919007,4.576894314,0.029548114,13.1,12,190
3E,3,1,Po,hardwood,0.32,56.8680182,0.364,48.82,0.0493,41.85,855.41,6018.32,719.1,5.75,989.85,11.78640722,3231.028674,3.262796264,0.276973679,5.661315522,39.8307343,4.759182137,0.038054926,12.0,11,173
3E,3,1,Po,hardwood,0.49,64.58694396,0.362,49.41,0.0968,55.94,865.26,3742.01,521.43,9.72,510.6,17.29835189,3252.108884,6.371263712,0.368190591,5.69504095,24.62947575,3.431991774,0.063975912,11.0,10.2,176
3E,3,2,Po,hardwood,0.7,77.49572162,0.351,48.82,0.105,69.55,261.37,4213.48,441.77,3.44,464.82,15.10101194,3115.634792,6.7009761,0.443859893,1.668032498,26.88993217,2.819324011,0.021953674,13.9,13,168
3E,3,2,Po,hardwood,0.9,60.41284404,0.268,47.87,0.0682,25.18,493.03,1999.68,320.05,2.95,701.84,27.08715118,2332.597871,3.323233232,0.1226965,2.402424751,9.743992712,1.559531959,0.014374689,13.0,12.1,173
3E,3,2,Po,hardwood,0.57,66.17360841,0.361,48.92,0.0356,21.79,313.57,1396.38,317.72,1,1374.38,16.33234364,3210.963018,2.336677912,0.143023067,2.058180036,9.165422199,2.085419399,0.006563702,12.1,10.7,206
3E,3,3,Po,hardwood,0.75,78.42688049,0.123,49.75,0.2526,131.83,1342.75,6547.93,1071.85,62.83,196.9,19.16506734,1112.602035,5.649111036,0.294822766,3.002907302,14.64369898,2.397070334,0.140512132,9.6,9.6,130
3E,3,3,Po,hardwood,0.92,85.61349693,0.23,48.34,0.1034,54.24,1490.97,5734.15,1204.7,64.91,467.52,19.06401352,2021.511124,4.32404324,0.226824086,6.235027804,23.97941252,5.037886742,0.271444533,10.6,9.8,230
3E,3,3,Po,hardwood,0.75,90.2635105,0.163,49.1,0.1318,66.45,290.57,4527.06,650.69,21.46,372.63,19.83008738,1455.160006,3.906111788,0.196935606,0.86115243,13.4166938,1.92842783,0.063600272,9.0,8.2,154
3E,3,4,Po,hardwood,1.13,88.57770456,0.124,48.05,0.2156,184.6,1252.79,6912.53,784.37,60.34,222.84,11.6808108,1083.319924,4.860848608,0.416193253,2.824500245,15.58476894,1.768415502,0.136040633,11.5,10.6,115
3E,3,4,Po,hardwood,1.83,81.14224138,0.22,45.84,0.1478,79.68,332.17,2207.4,361.88,7.16,310.26,18.54471566,1833.618336,5.91205912,0.318723187,1.328693287,8.829688296,1.447534475,0.028640286,9.5,8.3,125
3E,3,4,Po,hardwood,0.82,70.27972028,0.173,48.68,0.0643,33.24,318.49,2348.1,428.3,1,757.27,19.33903802,1531.222585,2.022547498,0.104555955,1.001805836,7.385915677,1.347211654,0.003145486,11.0,9.4,173
3E,3,5,Po,hardwood,0.81,79.05154639,0.135,48.39,0.3355,230.04,297.15,3123.85,600.77,182.38,144.21,14.58611289,1187.766423,8.23508235,0.564649283,0.729375476,7.667708495,1.474632019,0.447664477,10.9,9.5,132
3E,3,5,Po,hardwood,0.7,80.17241379,0.183,48.77,0.2688,252.75,642.16,1739.52,412.05,107.29,181.42,10.63520519,1622.727136,8.943798528,0.840976592,2.136662821,5.787915333,1.371016437,0.356986661,9.5,9.1,122
3E,3,5,Po,hardwood,2.67,89.14764788,0.082,38.36,0.4555,381.05,503.29,3717.1,467.71,76.35,84.22,11.95352801,571.9184464,6.79115882,0.56811659,0.75036714,5.5419136,0.697320064,0.113832047,11.9,11.5,141
